"Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations"
2020-08-17,"Western Tidewater",Male,1075,79
2020-08-17,Peninsula,"Not Reported",14,0
2020-08-17,"New River",Male,348,23
2020-08-17,"Central Shenandoah",Male,1362,110
2020-08-17,Southside,Male,474,37
2020-08-17,Chesterfield,Male,2396,141
2020-08-17,Arlington,Female,1600,194
2020-08-17,Rappahannock,Male,1852,170
2020-08-17,"Central Virginia",Male,819,40
2020-08-17,Alleghany,"Not Reported",8,0
2020-08-17,Henrico,Male,1947,179
2020-08-17,"Thomas Jefferson",Male,1001,72
2020-08-17,"Lord Fairfax",Male,1238,124
2020-08-17,"Three Rivers",Male,704,37
2020-08-17,Richmond,"Not Reported",46,2
2020-08-17,Pittsylvania-Danville,Male,471,32
2020-08-17,Portsmouth,"Not Reported",4,0
2020-08-17,Norfolk,"Not Reported",2,0
2020-08-17,Chesapeake,Male,1468,120
2020-08-17,Chickahominy,Female,586,66
2020-08-17,"Prince William",Male,5963,556
2020-08-17,"Eastern Shore","Not Reported",9,0
2020-08-17,"Eastern Shore",Male,702,67
2020-08-17,"Rappahannock Rapidan",Male,995,81
2020-08-17,Henrico,"Not Reported",22,0
2020-08-17,"Cumberland Plateau",Female,239,17
2020-08-17,"West Piedmont",Male,538,73
2020-08-17,Hampton,"Not Reported",5,0
2020-08-17,Alexandria,"Not Reported",11,0
2020-08-17,"Western Tidewater","Not Reported",4,0
2020-08-17,"Cumberland Plateau","Not Reported",0,0
2020-08-17,"Virginia Beach",Male,2481,133
2020-08-17,Alleghany,Female,526,21
2020-08-17,Lenowisco,Female,275,22
2020-08-17,"Virginia Beach","Not Reported",17,0
2020-08-17,"Western Tidewater",Female,1317,63
2020-08-17,"Mount Rogers",Male,733,96
2020-08-17,"Lord Fairfax",Female,1410,110
2020-08-17,Piedmont,"Not Reported",4,0
2020-08-17,Alexandria,Male,1505,154
2020-08-17,Pittsylvania-Danville,"Not Reported",6,0
2020-08-17,"West Piedmont","Not Reported",5,0
2020-08-17,Loudoun,Female,2771,158
2020-08-17,Hampton,Female,741,18
2020-08-17,Henrico,Female,2180,175
2020-08-17,"Prince William","Not Reported",95,1
2020-08-17,Chickahominy,Male,476,68
2020-08-17,"Rappahannock Rapidan","Not Reported",3,0
2020-08-17,Peninsula,Female,1703,82
2020-08-17,Lenowisco,"Not Reported",3,0
2020-08-17,Crater,"Not Reported",25,1
2020-08-17,Chickahominy,"Not Reported",6,0
2020-08-17,Portsmouth,Male,900,62
2020-08-17,"New River",Female,286,10
2020-08-17,Rappahannock,Female,2093,145
2020-08-17,"Central Virginia",Female,898,28
2020-08-17,Roanoke,"Not Reported",15,0
2020-08-17,"West Piedmont",Female,728,82
2020-08-17,"Mount Rogers",Female,848,51
2020-08-17,Piedmont,Male,1072,74
2020-08-17,Chesterfield,Female,2471,126
2020-08-17,Fairfax,Male,8352,1137
2020-08-17,Crater,Male,1462,104
2020-08-17,"Central Virginia","Not Reported",9,0
2020-08-17,"Prince William",Female,6120,433
2020-08-17,"Virginia Beach",Female,2946,134
2020-08-17,Norfolk,Female,2108,121
2020-08-17,"Three Rivers",Female,459,43
2020-08-17,Arlington,Male,1641,243
2020-08-17,"Central Shenandoah",Female,1582,115
2020-08-17,Southside,Female,399,32
2020-08-18,Southside,"Not Reported",4,0
2020-08-18,Chesapeake,Female,1841,143
2020-08-18,Richmond,Female,1730,166
2020-08-18,Roanoke,Male,509,16
2020-08-18,Fairfax,"Not Reported",121,2
2020-08-18,"Thomas Jefferson",Female,1138,82
2020-08-18,Chesapeake,"Not Reported",4,0
2020-08-18,"Cumberland Plateau",Male,193,18
2020-08-18,"Eastern Shore",Female,716,68
2020-08-18,"Lord Fairfax","Not Reported",12,0
2020-08-18,Rappahannock,"Not Reported",15,1
2020-08-18,"Central Shenandoah","Not Reported",0,0
2020-08-18,Peninsula,Male,1527,88
2020-08-18,Norfolk,Male,1911,116
2020-08-18,Alexandria,Female,1619,130
2020-08-18,Lenowisco,Male,268,28
2020-08-18,Pittsylvania-Danville,Female,585,50
2020-08-18,"New River","Not Reported",4,0
2020-08-18,Chesterfield,"Not Reported",129,0
2020-08-18,Loudoun,Male,2736,203
2020-08-18,"Rappahannock Rapidan",Female,1049,59
2020-08-18,Piedmont,Female,476,51
2020-08-18,Richmond,Male,1647,174
2020-08-18,Crater,Female,1193,127
2020-08-18,Portsmouth,Female,1109,77
2020-08-18,Arlington,"Not Reported",5,0
2020-08-18,"Mount Rogers","Not Reported",5,0
2020-08-18,"Thomas Jefferson","Not Reported",1,0
2020-08-18,"Three Rivers","Not Reported",21,0
2020-08-18,Hampton,Male,609,35
2020-08-18,Alleghany,Male,477,33
2020-08-18,Roanoke,Female,561,16
2020-08-18,Loudoun,"Not Reported",33,0
2020-08-18,Fairfax,Female,8803,855
2020-08-18,"Western Tidewater",Male,1095,86
2020-08-18,Peninsula,"Not Reported",14,0
2020-08-18,"New River",Male,352,23
2020-08-18,"Central Shenandoah",Male,1365,112
2020-08-18,Southside,Male,479,37
2020-08-18,Chesterfield,Male,2418,143
2020-08-18,Arlington,Female,1612,194
2020-08-18,Rappahannock,Male,1878,172
2020-08-18,"Central Virginia",Male,839,41
2020-08-18,Alleghany,"Not Reported",7,0
2020-08-18,Henrico,Male,1969,181
2020-08-18,"Thomas Jefferson",Male,1014,73
2020-08-18,"Lord Fairfax",Male,1251,124
2020-08-18,"Three Rivers",Male,706,39
2020-08-18,Richmond,"Not Reported",48,2
2020-08-18,Pittsylvania-Danville,Male,476,32
2020-08-18,Portsmouth,"Not Reported",4,0
2020-08-18,Norfolk,"Not Reported",2,0
2020-08-18,Chesapeake,Male,1474,125
2020-08-18,Chickahominy,Female,594,67
2020-08-18,"Prince William",Male,6003,561
2020-08-18,"Eastern Shore","Not Reported",9,0
2020-08-18,"Eastern Shore",Male,702,67
2020-08-18,"Rappahannock Rapidan",Male,1001,81
2020-08-18,Henrico,"Not Reported",22,0
2020-08-18,"Cumberland Plateau",Female,243,17
2020-08-18,"West Piedmont",Male,564,75
2020-08-18,Hampton,"Not Reported",5,0
2020-08-18,Alexandria,"Not Reported",12,0
2020-08-18,"Western Tidewater","Not Reported",4,0
2020-08-18,"Cumberland Plateau","Not Reported",0,0
2020-08-18,"Virginia Beach",Male,2493,133
2020-08-18,Alleghany,Female,531,21
2020-08-18,Lenowisco,Female,286,22
2020-08-18,"Virginia Beach","Not Reported",17,0
2020-08-18,"Western Tidewater",Female,1331,65
2020-08-18,"Mount Rogers",Male,742,96
2020-08-18,"Lord Fairfax",Female,1417,110
2020-08-18,Piedmont,"Not Reported",4,0
2020-08-18,Alexandria,Male,1515,157
2020-08-18,Pittsylvania-Danville,"Not Reported",7,0
2020-08-18,"West Piedmont","Not Reported",5,0
2020-08-18,Loudoun,Female,2783,158
2020-08-18,Hampton,Female,748,18
2020-08-18,Henrico,Female,2198,176
2020-08-18,"Prince William","Not Reported",96,1
2020-08-18,Chickahominy,Male,480,68
2020-08-18,"Rappahannock Rapidan","Not Reported",3,0
2020-08-18,Peninsula,Female,1724,82
2020-08-18,Lenowisco,"Not Reported",3,0
2020-08-18,Crater,"Not Reported",25,1
2020-08-18,Chickahominy,"Not Reported",6,0
2020-08-18,Portsmouth,Male,909,62
2020-08-18,"New River",Female,293,10
2020-08-18,Rappahannock,Female,2111,144
2020-08-18,"Central Virginia",Female,926,28
2020-08-18,Roanoke,"Not Reported",14,0
2020-08-18,"West Piedmont",Female,754,85
2020-08-18,"Mount Rogers",Female,864,53
2020-08-18,Piedmont,Male,1076,74
2020-08-18,Chesterfield,Female,2513,127
2020-08-18,Fairfax,Male,8395,1138
2020-08-18,Crater,Male,1466,105
2020-08-18,"Central Virginia","Not Reported",9,0
2020-08-18,"Prince William",Female,6153,433
2020-08-18,"Virginia Beach",Female,2960,135
2020-08-18,Norfolk,Female,2119,121
2020-08-18,"Three Rivers",Female,457,43
2020-08-18,Arlington,Male,1647,244
2020-08-18,"Central Shenandoah",Female,1587,117
2020-08-18,Southside,Female,402,32
2020-08-19,Southside,"Not Reported",4,0
2020-08-19,Chesapeake,Female,1865,144
2020-08-19,Richmond,Female,1745,170
2020-08-19,Roanoke,Male,509,17
2020-08-19,Fairfax,"Not Reported",121,2
2020-08-19,"Thomas Jefferson",Female,1146,83
2020-08-19,Chesapeake,"Not Reported",4,0
2020-08-19,"Cumberland Plateau",Male,196,20
2020-08-19,"Eastern Shore",Female,718,68
2020-08-19,"Lord Fairfax","Not Reported",12,0
2020-08-19,Rappahannock,"Not Reported",12,1
2020-08-19,"Central Shenandoah","Not Reported",0,0
2020-08-19,Peninsula,Male,1537,88
2020-08-19,Norfolk,Male,1922,119
2020-08-19,Alexandria,Female,1631,130
2020-08-19,Lenowisco,Male,272,29
2020-08-19,Pittsylvania-Danville,Female,589,50
2020-08-19,"New River","Not Reported",3,0
2020-08-19,Chesterfield,"Not Reported",130,0
2020-08-19,Loudoun,Male,2752,203
2020-08-19,"Rappahannock Rapidan",Female,1054,60
2020-08-19,Piedmont,Female,476,51
2020-08-19,Richmond,Male,1662,176
2020-08-19,Crater,Female,1206,127
2020-08-19,Portsmouth,Female,1111,78
2020-08-19,Arlington,"Not Reported",5,0
2020-08-19,"Mount Rogers","Not Reported",6,0
2020-08-19,"Thomas Jefferson","Not Reported",1,0
2020-08-19,"Three Rivers","Not Reported",21,0
2020-08-19,Hampton,Male,615,35
2020-08-19,Alleghany,Male,474,32
2020-08-19,Roanoke,Female,562,19
2020-08-19,Loudoun,"Not Reported",32,0
2020-08-19,Fairfax,Female,8850,860
2020-08-19,"Western Tidewater",Male,1107,86
2020-08-19,Peninsula,"Not Reported",14,0
2020-08-19,"New River",Male,357,24
2020-08-19,"Central Shenandoah",Male,1379,112
2020-08-19,Southside,Male,481,37
2020-08-19,Chesterfield,Male,2433,146
2020-08-19,Arlington,Female,1628,195
2020-08-19,Rappahannock,Male,1885,172
2020-08-19,"Central Virginia",Male,850,42
2020-08-19,Alleghany,"Not Reported",7,0
2020-08-19,Henrico,Male,1977,182
2020-08-19,"Thomas Jefferson",Male,1020,73
2020-08-19,"Lord Fairfax",Male,1257,125
2020-08-19,"Three Rivers",Male,708,41
2020-08-19,Richmond,"Not Reported",48,2
2020-08-19,Pittsylvania-Danville,Male,488,32
2020-08-19,Portsmouth,"Not Reported",4,0
2020-08-19,Norfolk,"Not Reported",2,0
2020-08-19,Chesapeake,Male,1489,125
2020-08-19,Chickahominy,Female,600,67
2020-08-19,"Prince William",Male,6030,563
2020-08-19,"Eastern Shore","Not Reported",9,0
2020-08-19,"Eastern Shore",Male,702,67
2020-08-19,"Rappahannock Rapidan",Male,1012,81
2020-08-19,Henrico,"Not Reported",22,0
2020-08-19,"Cumberland Plateau",Female,246,17
2020-08-19,"West Piedmont",Male,570,77
2020-08-19,Hampton,"Not Reported",5,0
2020-08-19,Alexandria,"Not Reported",12,0
2020-08-19,"Western Tidewater","Not Reported",4,0
2020-08-19,"Cumberland Plateau","Not Reported",0,0
2020-08-19,"Virginia Beach",Male,2514,138
2020-08-19,Alleghany,Female,532,21
2020-08-19,Lenowisco,Female,290,22
2020-08-19,"Virginia Beach","Not Reported",17,0
2020-08-19,"Western Tidewater",Female,1346,65
2020-08-19,"Mount Rogers",Male,759,97
2020-08-19,"Lord Fairfax",Female,1421,110
2020-08-19,Piedmont,"Not Reported",4,0
2020-08-19,Alexandria,Male,1522,157
2020-08-19,Pittsylvania-Danville,"Not Reported",7,0
2020-08-19,"West Piedmont","Not Reported",5,0
2020-08-19,Loudoun,Female,2796,158
2020-08-19,Hampton,Female,757,18
2020-08-19,Henrico,Female,2203,176
2020-08-19,"Prince William","Not Reported",96,1
2020-08-19,Chickahominy,Male,484,68
2020-08-19,"Rappahannock Rapidan","Not Reported",4,0
2020-08-19,Peninsula,Female,1735,82
2020-08-19,Lenowisco,"Not Reported",3,0
2020-08-19,Crater,"Not Reported",25,1
2020-08-19,Chickahominy,"Not Reported",6,0
2020-08-19,Portsmouth,Male,909,63
2020-08-19,"New River",Female,296,10
2020-08-19,Rappahannock,Female,2128,146
2020-08-19,"Central Virginia",Female,944,28
2020-08-19,Roanoke,"Not Reported",14,0
2020-08-19,"West Piedmont",Female,764,89
2020-08-19,"Mount Rogers",Female,895,54
2020-08-19,Piedmont,Male,1072,74
2020-08-19,Chesterfield,Female,2535,127
2020-08-19,Fairfax,Male,8425,1145
2020-08-19,Crater,Male,1491,106
2020-08-19,"Central Virginia","Not Reported",9,0
2020-08-19,"Prince William",Female,6179,436
2020-08-19,"Virginia Beach",Female,2991,144
2020-08-19,Norfolk,Female,2138,122
2020-08-19,"Three Rivers",Female,458,43
2020-08-19,Arlington,Male,1660,247
2020-08-19,"Central Shenandoah",Female,1592,117
2020-08-19,Southside,Female,404,32
2020-08-20,Southside,"Not Reported",4,0
2020-08-20,Chesapeake,Female,1880,145
2020-08-20,Richmond,Female,1758,172
2020-08-20,Roanoke,Male,513,17
2020-08-20,Fairfax,"Not Reported",122,2
2020-08-20,"Thomas Jefferson",Female,1155,84
2020-08-20,Chesapeake,"Not Reported",4,0
2020-08-20,"Cumberland Plateau",Male,201,20
2020-08-20,"Eastern Shore",Female,719,68
2020-08-20,"Lord Fairfax","Not Reported",12,0
2020-08-20,Rappahannock,"Not Reported",9,1
2020-08-20,"Central Shenandoah","Not Reported",0,0
2020-08-20,Peninsula,Male,1557,88
2020-08-20,Norfolk,Male,1935,119
2020-08-20,Alexandria,Female,1643,130
2020-08-20,Lenowisco,Male,278,30
2020-08-20,Pittsylvania-Danville,Female,603,50
2020-08-20,"New River","Not Reported",3,0
2020-08-20,Chesterfield,"Not Reported",129,0
2020-08-20,Loudoun,Male,2773,204
2020-08-20,"Rappahannock Rapidan",Female,1059,60
2020-08-20,Piedmont,Female,486,51
2020-08-20,Richmond,Male,1674,176
2020-08-20,Crater,Female,1221,127
2020-08-20,Portsmouth,Female,1121,82
2020-08-20,Arlington,"Not Reported",5,0
2020-08-20,"Mount Rogers","Not Reported",6,0
2020-08-20,"Thomas Jefferson","Not Reported",1,0
2020-08-20,"Three Rivers","Not Reported",21,0
2020-08-20,Hampton,Male,617,35
2020-08-20,Alleghany,Male,477,33
2020-08-20,Roanoke,Female,571,19
2020-08-20,Loudoun,"Not Reported",32,0
2020-08-20,Fairfax,Female,8895,864
2020-08-20,"Western Tidewater",Male,1113,86
2020-08-20,Peninsula,"Not Reported",14,0
2020-08-20,"New River",Male,361,26
2020-08-20,"Central Shenandoah",Male,1385,112
2020-08-20,Southside,Male,484,37
2020-08-20,Chesterfield,Male,2449,146
2020-08-20,Arlington,Female,1638,196
2020-08-20,Rappahannock,Male,1898,172
2020-08-20,"Central Virginia",Male,883,42
2020-08-20,Alleghany,"Not Reported",7,0
2020-08-20,Henrico,Male,1991,183
2020-08-20,"Thomas Jefferson",Male,1032,73
2020-08-20,"Lord Fairfax",Male,1264,124
2020-08-20,"Three Rivers",Male,711,41
2020-08-20,Richmond,"Not Reported",48,2
2020-08-20,Pittsylvania-Danville,Male,499,35
2020-08-20,Portsmouth,"Not Reported",4,0
2020-08-20,Norfolk,"Not Reported",2,0
2020-08-20,Chesapeake,Male,1500,129
2020-08-20,Chickahominy,Female,605,67
2020-08-20,"Prince William",Male,6062,565
2020-08-20,"Eastern Shore","Not Reported",9,0
2020-08-20,"Eastern Shore",Male,704,67
2020-08-20,"Rappahannock Rapidan",Male,1018,82
2020-08-20,Henrico,"Not Reported",22,0
2020-08-20,"Cumberland Plateau",Female,253,17
2020-08-20,"West Piedmont",Male,584,79
2020-08-20,Hampton,"Not Reported",5,0
2020-08-20,Alexandria,"Not Reported",11,0
2020-08-20,"Western Tidewater","Not Reported",4,0
2020-08-20,"Cumberland Plateau","Not Reported",0,0
2020-08-20,"Virginia Beach",Male,2528,138
2020-08-20,Alleghany,Female,537,22
2020-08-20,Lenowisco,Female,296,22
2020-08-20,"Virginia Beach","Not Reported",17,0
2020-08-20,"Western Tidewater",Female,1351,68
2020-08-20,"Mount Rogers",Male,767,97
2020-08-20,"Lord Fairfax",Female,1431,111
2020-08-20,Piedmont,"Not Reported",4,0
2020-08-20,Alexandria,Male,1532,157
2020-08-20,Pittsylvania-Danville,"Not Reported",7,0
2020-08-20,"West Piedmont","Not Reported",5,0
2020-08-20,Loudoun,Female,2809,159
2020-08-20,Hampton,Female,766,18
2020-08-20,Henrico,Female,2211,176
2020-08-20,"Prince William","Not Reported",97,1
2020-08-20,Chickahominy,Male,488,68
2020-08-20,"Rappahannock Rapidan","Not Reported",4,0
2020-08-20,Peninsula,Female,1742,82
2020-08-20,Lenowisco,"Not Reported",3,0
2020-08-20,Crater,"Not Reported",25,1
2020-08-20,Chickahominy,"Not Reported",6,0
2020-08-20,Portsmouth,Male,920,70
2020-08-20,"New River",Female,303,10
2020-08-20,Rappahannock,Female,2162,149
2020-08-20,"Central Virginia",Female,972,28
2020-08-20,Roanoke,"Not Reported",20,0
2020-08-20,"West Piedmont",Female,780,90
2020-08-20,"Mount Rogers",Female,900,54
2020-08-20,Piedmont,Male,1077,74
2020-08-20,Chesterfield,Female,2553,128
2020-08-20,Fairfax,Male,8482,1159
2020-08-20,Crater,Male,1499,107
2020-08-20,"Central Virginia","Not Reported",9,0
2020-08-20,"Prince William",Female,6221,436
2020-08-20,"Virginia Beach",Female,3017,146
2020-08-20,Norfolk,Female,2154,125
2020-08-20,"Three Rivers",Female,460,43
2020-08-20,Arlington,Male,1667,251
2020-08-20,"Central Shenandoah",Female,1599,118
2020-08-20,Southside,Female,417,32
2020-08-21,Southside,"Not Reported",4,0
2020-08-21,Chesapeake,Female,1893,147
2020-08-21,Richmond,Female,1768,173
2020-08-21,Roanoke,Male,517,18
2020-08-21,Fairfax,"Not Reported",123,2
2020-08-21,"Thomas Jefferson",Female,1172,84
2020-08-21,Chesapeake,"Not Reported",4,0
2020-08-21,"Cumberland Plateau",Male,204,20
2020-08-21,"Eastern Shore",Female,722,68
2020-08-21,"Lord Fairfax","Not Reported",12,0
2020-08-21,Rappahannock,"Not Reported",7,1
2020-08-21,"Central Shenandoah","Not Reported",0,0
2020-08-21,Peninsula,Male,1574,88
2020-08-21,Norfolk,Male,1954,124
2020-08-21,Alexandria,Female,1652,131
2020-08-21,Lenowisco,Male,283,32
2020-08-21,Pittsylvania-Danville,Female,614,50
2020-08-21,"New River","Not Reported",3,0
2020-08-21,Chesterfield,"Not Reported",130,0
2020-08-21,Loudoun,Male,2782,204
2020-08-21,"Rappahannock Rapidan",Female,1073,61
2020-08-21,Piedmont,Female,493,51
2020-08-21,Richmond,Male,1687,177
2020-08-21,Crater,Female,1239,127
2020-08-21,Portsmouth,Female,1132,84
2020-08-21,Arlington,"Not Reported",8,0
2020-08-21,"Mount Rogers","Not Reported",6,0
2020-08-21,"Thomas Jefferson","Not Reported",1,0
2020-08-21,"Three Rivers","Not Reported",21,0
2020-08-21,Hampton,Male,631,35
2020-08-21,Alleghany,Male,489,34
2020-08-21,Roanoke,Female,585,20
2020-08-21,Loudoun,"Not Reported",42,0
2020-08-21,Fairfax,Female,8943,865
2020-08-21,"Western Tidewater",Male,1135,88
2020-08-21,Peninsula,"Not Reported",14,0
2020-08-21,"New River",Male,378,26
2020-08-21,"Central Shenandoah",Male,1397,112
2020-08-21,Southside,Male,490,37
2020-08-21,Chesterfield,Male,2462,148
2020-08-21,Arlington,Female,1650,196
2020-08-21,Rappahannock,Male,1920,173
2020-08-21,"Central Virginia",Male,908,42
2020-08-21,Alleghany,"Not Reported",7,0
2020-08-21,Henrico,Male,2009,184
2020-08-21,"Thomas Jefferson",Male,1044,74
2020-08-21,"Lord Fairfax",Male,1267,124
2020-08-21,"Three Rivers",Male,714,41
2020-08-21,Richmond,"Not Reported",47,2
2020-08-21,Pittsylvania-Danville,Male,511,39
2020-08-21,Portsmouth,"Not Reported",3,0
2020-08-21,Norfolk,"Not Reported",2,0
2020-08-21,Chesapeake,Male,1515,130
2020-08-21,Chickahominy,Female,610,67
2020-08-21,"Prince William",Male,6106,569
2020-08-21,"Eastern Shore","Not Reported",9,0
2020-08-21,"Eastern Shore",Male,705,67
2020-08-21,"Rappahannock Rapidan",Male,1024,83
2020-08-21,Henrico,"Not Reported",21,0
2020-08-21,"Cumberland Plateau",Female,258,17
2020-08-21,"West Piedmont",Male,590,81
2020-08-21,Hampton,"Not Reported",5,0
2020-08-21,Alexandria,"Not Reported",11,0
2020-08-21,"Western Tidewater","Not Reported",4,0
2020-08-21,"Cumberland Plateau","Not Reported",0,0
2020-08-21,"Virginia Beach",Male,2551,144
2020-08-21,Alleghany,Female,549,22
2020-08-21,Lenowisco,Female,301,22
2020-08-21,"Virginia Beach","Not Reported",17,0
2020-08-21,"Western Tidewater",Female,1387,69
2020-08-21,"Mount Rogers",Male,777,97
2020-08-21,"Lord Fairfax",Female,1433,111
2020-08-21,Piedmont,"Not Reported",4,0
2020-08-21,Alexandria,Male,1540,157
2020-08-21,Pittsylvania-Danville,"Not Reported",8,0
2020-08-21,"West Piedmont","Not Reported",5,0
2020-08-21,Loudoun,Female,2823,160
2020-08-21,Hampton,Female,781,18
2020-08-21,Henrico,Female,2229,176
2020-08-21,"Prince William","Not Reported",103,1
2020-08-21,Chickahominy,Male,491,68
2020-08-21,"Rappahannock Rapidan","Not Reported",4,0
2020-08-21,Peninsula,Female,1764,83
2020-08-21,Lenowisco,"Not Reported",3,0
2020-08-21,Crater,"Not Reported",27,1
2020-08-21,Chickahominy,"Not Reported",6,0
2020-08-21,Portsmouth,Male,922,72
2020-08-21,"New River",Female,319,10
2020-08-21,Rappahannock,Female,2176,153
2020-08-21,"Central Virginia",Female,987,28
2020-08-21,Roanoke,"Not Reported",20,0
2020-08-21,"West Piedmont",Female,789,91
2020-08-21,"Mount Rogers",Female,914,54
2020-08-21,Piedmont,Male,1086,74
2020-08-21,Chesterfield,Female,2567,130
2020-08-21,Fairfax,Male,8523,1161
2020-08-21,Crater,Male,1508,109
2020-08-21,"Central Virginia","Not Reported",9,0
2020-08-21,"Prince William",Female,6267,438
2020-08-21,"Virginia Beach",Female,3055,154
2020-08-21,Norfolk,Female,2163,127
2020-08-21,"Three Rivers",Female,467,43
2020-08-21,Arlington,Male,1676,252
2020-08-21,"Central Shenandoah",Female,1604,118
2020-08-21,Southside,Female,421,32
2020-08-22,Southside,"Not Reported",4,0
2020-08-22,Chesapeake,Female,1916,151
2020-08-22,Richmond,Female,1785,174
2020-08-22,Roanoke,Male,516,19
2020-08-22,Fairfax,"Not Reported",125,2
2020-08-22,"Thomas Jefferson",Female,1193,85
2020-08-22,Chesapeake,"Not Reported",4,0
2020-08-22,"Cumberland Plateau",Male,225,21
2020-08-22,"Eastern Shore",Female,723,69
2020-08-22,"Lord Fairfax","Not Reported",12,0
2020-08-22,Rappahannock,"Not Reported",7,1
2020-08-22,"Central Shenandoah","Not Reported",0,0
2020-08-22,Peninsula,Male,1617,88
2020-08-22,Norfolk,Male,1976,125
2020-08-22,Alexandria,Female,1669,133
2020-08-22,Lenowisco,Male,285,32
2020-08-22,Pittsylvania-Danville,Female,630,51
2020-08-22,"New River","Not Reported",3,0
2020-08-22,Chesterfield,"Not Reported",130,0
2020-08-22,Loudoun,Male,2798,204
2020-08-22,"Rappahannock Rapidan",Female,1081,60
2020-08-22,Piedmont,Female,502,51
2020-08-22,Richmond,Male,1716,176
2020-08-22,Crater,Female,1252,129
2020-08-22,Portsmouth,Female,1148,85
2020-08-22,Arlington,"Not Reported",8,0
2020-08-22,"Mount Rogers","Not Reported",6,0
2020-08-22,"Thomas Jefferson","Not Reported",1,0
2020-08-22,"Three Rivers","Not Reported",21,0
2020-08-22,Hampton,Male,641,35
2020-08-22,Alleghany,Male,499,34
2020-08-22,Roanoke,Female,585,21
2020-08-22,Loudoun,"Not Reported",44,0
2020-08-22,Fairfax,Female,8999,866
2020-08-22,"Western Tidewater",Male,1154,88
2020-08-22,Peninsula,"Not Reported",14,0
2020-08-22,"New River",Male,394,26
2020-08-22,"Central Shenandoah",Male,1410,112
2020-08-22,Southside,Male,494,37
2020-08-22,Chesterfield,Male,2487,150
2020-08-22,Arlington,Female,1661,196
2020-08-22,Rappahannock,Male,1938,174
2020-08-22,"Central Virginia",Male,933,42
2020-08-22,Alleghany,"Not Reported",7,0
2020-08-22,Henrico,Male,2024,184
2020-08-22,"Thomas Jefferson",Male,1053,77
2020-08-22,"Lord Fairfax",Male,1280,124
2020-08-22,"Three Rivers",Male,716,41
2020-08-22,Richmond,"Not Reported",47,2
2020-08-22,Pittsylvania-Danville,Male,522,39
2020-08-22,Portsmouth,"Not Reported",3,0
2020-08-22,Norfolk,"Not Reported",2,0
2020-08-22,Chesapeake,Male,1542,136
2020-08-22,Chickahominy,Female,614,68
2020-08-22,"Prince William",Male,6139,571
2020-08-22,"Eastern Shore","Not Reported",9,0
2020-08-22,"Eastern Shore",Male,706,67
2020-08-22,"Rappahannock Rapidan",Male,1034,83
2020-08-22,Henrico,"Not Reported",21,0
2020-08-22,"Cumberland Plateau",Female,259,17
2020-08-22,"West Piedmont",Male,610,81
2020-08-22,Hampton,"Not Reported",5,0
2020-08-22,Alexandria,"Not Reported",11,0
2020-08-22,"Western Tidewater","Not Reported",4,0
2020-08-22,"Cumberland Plateau","Not Reported",0,0
2020-08-22,"Virginia Beach",Male,2572,147
2020-08-22,Alleghany,Female,559,23
2020-08-22,Lenowisco,Female,305,22
2020-08-22,"Virginia Beach","Not Reported",17,0
2020-08-22,"Western Tidewater",Female,1417,69
2020-08-22,"Mount Rogers",Male,789,100
2020-08-22,"Lord Fairfax",Female,1435,111
2020-08-22,Piedmont,"Not Reported",4,0
2020-08-22,Alexandria,Male,1558,159
2020-08-22,Pittsylvania-Danville,"Not Reported",8,0
2020-08-22,"West Piedmont","Not Reported",5,0
2020-08-22,Loudoun,Female,2842,161
2020-08-22,Hampton,Female,791,18
2020-08-22,Henrico,Female,2249,176
2020-08-22,"Prince William","Not Reported",108,1
2020-08-22,Chickahominy,Male,494,68
2020-08-22,"Rappahannock Rapidan","Not Reported",4,0
2020-08-22,Peninsula,Female,1791,85
2020-08-22,Lenowisco,"Not Reported",3,0
2020-08-22,Crater,"Not Reported",27,1
2020-08-22,Chickahominy,"Not Reported",6,0
2020-08-22,Portsmouth,Male,934,74
2020-08-22,"New River",Female,332,11
2020-08-22,Rappahannock,Female,2199,155
2020-08-22,"Central Virginia",Female,1021,29
2020-08-22,Roanoke,"Not Reported",20,0
2020-08-22,"West Piedmont",Female,795,93
2020-08-22,"Mount Rogers",Female,935,55
2020-08-22,Piedmont,Male,1102,74
2020-08-22,Chesterfield,Female,2589,134
2020-08-22,Fairfax,Male,8577,1161
2020-08-22,Crater,Male,1559,110
2020-08-22,"Central Virginia","Not Reported",9,0
2020-08-22,"Prince William",Female,6329,438
2020-08-22,"Virginia Beach",Female,3079,159
2020-08-22,Norfolk,Female,2186,130
2020-08-22,"Three Rivers",Female,471,45
2020-08-22,Arlington,Male,1688,253
2020-08-22,"Central Shenandoah",Female,1622,118
2020-08-22,Southside,Female,427,32
2020-08-23,Southside,"Not Reported",4,0
2020-08-23,Chesapeake,Female,1941,152
2020-08-23,Richmond,Female,1807,174
2020-08-23,Roanoke,Male,517,19
2020-08-23,Fairfax,"Not Reported",125,2
2020-08-23,"Thomas Jefferson",Female,1201,85
2020-08-23,Chesapeake,"Not Reported",4,0
2020-08-23,"Cumberland Plateau",Male,226,21
2020-08-23,"Eastern Shore",Female,723,69
2020-08-23,"Lord Fairfax","Not Reported",12,0
2020-08-23,Rappahannock,"Not Reported",7,1
2020-08-23,"Central Shenandoah","Not Reported",0,0
2020-08-23,Peninsula,Male,1636,88
2020-08-23,Norfolk,Male,1976,126
